url_path,views_total,views_unique
/ethyca/fideslang,23,11
/ethyca/fideslang/pull/11,9,2
/ethyca/fideslang/tree/iab-fides-taxonomy/mkdocs/docs,9,1
/ethyca/fideslang/blob/main/data_files/data_categories.yml,8,1
/ethyca/fideslang/blob/main/data_files/data_subjects.yml,8,1
/ethyca/fideslang/pulls,7,2
/ethyca/fideslang/blame/main/src/fideslang/models.py,6,1
/ethyca/fideslang/blob/main/data_files/data_uses.yml,6,1
/ethyca/fideslang/blob/main/mkdocs/docs/taxonomy/data_categories.md,6,1
/ethyca/fideslang/blob/main/mkdocs/docs/taxonomy/data_subjects.md,6,1
