time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-20 00:00:00+00:00,,,1,1
2022-01-21 00:00:00+00:00,,,8,5
2022-01-22 00:00:00+00:00,,,2,2
2022-01-24 00:00:00+00:00,,,10,3
2022-01-25 00:00:00+00:00,6.0,5.0,19,6
2022-01-26 00:00:00+00:00,5.0,3.0,44,12
2022-01-27 00:00:00+00:00,,,37,13
2022-01-28 00:00:00+00:00,1.0,1.0,24,11
2022-01-29 00:00:00+00:00,,,5,2
2022-01-30 00:00:00+00:00,,,4,2
2022-01-31 00:00:00+00:00,,,71,7
2022-02-01 00:00:00+00:00,,,16,8
2022-02-02 00:00:00+00:00,,,10,5
2022-02-03 00:00:00+00:00,,,18,5
