url_path,views_total,views_unique
/ethyca/fideslang,31,8
/ethyca/fideslang/tree/main/src/fideslang,10,3
/ethyca/fideslang/tree/main/src,9,3
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/data_uses.py,8,2
/ethyca/fideslang/pull/41,7,4
/ethyca/fideslang/tree/main/src/fideslang/default_taxonomy,7,3
/ethyca/fideslang/releases,6,2
/ethyca/fideslang/blob/3.1.4/src/fideslang/models.py,4,3
/ethyca/fideslang/blob/main/src/fideslang/gvl/gvl_data_use_mapping.json,4,2
/ethyca/fideslang/pulls,4,2
