url_path,views_total,views_unique
/ethyca/fideslang,30,23
/ethyca/fideslang/tree/main/data_files,19,5
/ethyca/fideslang/blob/main/data_files/data_categories.yml,7,4
/ethyca/fideslang/issues,6,5
/ethyca/fideslang/tree/main/demo_resources,6,1
/ethyca/fideslang/tree/main/src/fideslang,5,4
/ethyca/fideslang/tree/main/src,4,3
/ethyca/fideslang/blob/main/data_files/data_uses.yml,4,2
/ethyca/fideslang/blob/main/src/fideslang/models.py,3,3
/ethyca/fideslang/blob/main/data_files/data_categories.csv,2,2
