time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-07 00:00:00+00:00,,,26.0,11.0
2022-03-08 00:00:00+00:00,,,20.0,9.0
2022-03-09 00:00:00+00:00,,,4.0,4.0
2022-03-10 00:00:00+00:00,1.0,1.0,22.0,6.0
2022-03-11 00:00:00+00:00,1.0,1.0,6.0,4.0
2022-03-12 00:00:00+00:00,,,1.0,1.0
2022-03-13 00:00:00+00:00,2.0,2.0,,
2022-03-14 00:00:00+00:00,,,5.0,3.0
2022-03-15 00:00:00+00:00,,,15.0,3.0
2022-03-16 00:00:00+00:00,,,13.0,12.0
2022-03-17 00:00:00+00:00,1.0,1.0,10.0,6.0
2022-03-18 00:00:00+00:00,,,9.0,4.0
2022-03-19 00:00:00+00:00,,,2.0,1.0
