url_path,views_total,views_unique
/ethyca/fideslang,8,5
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/data_categories.py,6,1
/ethyca/fideslang/tree/main/src,2,2
/ethyca/fideslang/tree/main/src/fideslang,2,2
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy/__init__.py,2,1
/ethyca/fideslang/blob/3.1.1/src/fideslang/default_taxonomy/__init__.py,1,1
/ethyca/fideslang/blob/main/src/fideslang/gvl/gvl_data_use_mapping.json,1,1
/ethyca/fideslang/blob/main/src/fideslang/models.py,1,1
/ethyca/fideslang/tree/main,1,1
/ethyca/fideslang/tree/main/data_files,1,1
