time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-28 00:00:00+00:00,,,1,1
2024-10-29 00:00:00+00:00,41.0,5.0,4,1
2024-10-30 00:00:00+00:00,,,1,1
2024-10-31 00:00:00+00:00,39.0,3.0,22,2
2024-11-01 00:00:00+00:00,116.0,5.0,19,5
2024-11-03 00:00:00+00:00,,,2,1
2024-11-04 00:00:00+00:00,160.0,10.0,33,6
2024-11-05 00:00:00+00:00,92.0,14.0,31,4
2024-11-06 00:00:00+00:00,2.0,2.0,5,1
2024-11-07 00:00:00+00:00,51.0,12.0,31,4
2024-11-08 00:00:00+00:00,,,10,3
