time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-30 00:00:00+00:00,1,1,,
2025-03-31 00:00:00+00:00,82,23,9.0,1.0
2025-04-01 00:00:00+00:00,10,2,4.0,3.0
2025-04-02 00:00:00+00:00,326,7,,
2025-04-03 00:00:00+00:00,192,45,,
2025-04-04 00:00:00+00:00,1,1,1.0,1.0
2025-04-05 00:00:00+00:00,1,1,,
2025-04-06 00:00:00+00:00,1,1,,
2025-04-07 00:00:00+00:00,303,42,1.0,1.0
2025-04-08 00:00:00+00:00,522,96,1.0,1.0
2025-04-09 00:00:00+00:00,1371,33,,
2025-04-10 00:00:00+00:00,8,3,11.0,1.0
2025-04-11 00:00:00+00:00,287,71,,
2025-04-12 00:00:00+00:00,4,2,,
