url_path,views_total,views_unique
/ethyca/fideslang,52,24
/ethyca/fideslang/tree/main/data_files,15,2
/ethyca/fideslang/search,9,2
/ethyca/fideslang/blob/a1dd092416f2799be9b4d817f209f86347d0910c/src/fideslang/models.py,9,1
/ethyca/fideslang/tree/main/src/fideslang,8,3
/ethyca/fideslang/tree/main/src,7,4
/ethyca/fideslang/tree/main/demo_resources,7,2
/ethyca/fideslang/blob/b38395bf74636186e03e6dc67434b360b358aa7b/src/fideslang/parse.py,7,1
/ethyca/fideslang/tree/a1dd092416f2799be9b4d817f209f86347d0910c/src/fideslang,6,1
/ethyca/fideslang/blob/main/src/fideslang/default_taxonomy.py,5,2
