time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-24 00:00:00+00:00,32,6,0,0
2026-05-25 00:00:00+00:00,8,2,1,1
2026-05-26 00:00:00+00:00,77,20,4,1
2026-05-27 00:00:00+00:00,52,13,2,2
2026-05-28 00:00:00+00:00,41,11,1,1
2026-05-29 00:00:00+00:00,62,8,0,0
2026-05-30 00:00:00+00:00,12,10,1,1
2026-05-31 00:00:00+00:00,81,45,4,4
2026-06-01 00:00:00+00:00,29,8,2,1
2026-06-02 00:00:00+00:00,21,6,2,2
2026-06-03 00:00:00+00:00,175,50,0,0
2026-06-04 00:00:00+00:00,5,2,0,0
2026-06-05 00:00:00+00:00,6,3,1,1
2026-06-06 00:00:00+00:00,49,25,1,1
