time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-07 00:00:00+00:00,1.0,1.0,26,4
2022-05-08 00:00:00+00:00,1.0,1.0,14,3
2022-05-09 00:00:00+00:00,,,49,11
2022-05-10 00:00:00+00:00,8.0,3.0,42,5
2022-05-11 00:00:00+00:00,22.0,4.0,58,14
2022-05-12 00:00:00+00:00,1.0,1.0,28,11
2022-05-13 00:00:00+00:00,7.0,2.0,39,8
2022-05-14 00:00:00+00:00,,,11,4
2022-05-15 00:00:00+00:00,1.0,1.0,4,3
2022-05-16 00:00:00+00:00,1.0,1.0,17,8
2022-05-17 00:00:00+00:00,7.0,5.0,73,8
2022-05-18 00:00:00+00:00,,,28,13
2022-05-19 00:00:00+00:00,1.0,1.0,10,7
2022-05-20 00:00:00+00:00,2.0,2.0,20,10
