time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-26 00:00:00+00:00,73,16,21,6
2023-05-27 00:00:00+00:00,212,42,20,2
2023-05-28 00:00:00+00:00,1,1,2,1
2023-05-29 00:00:00+00:00,90,20,10,6
2023-05-30 00:00:00+00:00,2,2,24,6
2023-05-31 00:00:00+00:00,324,66,41,8
2023-06-01 00:00:00+00:00,4,4,30,10
2023-06-02 00:00:00+00:00,27,4,43,9
2023-06-03 00:00:00+00:00,2,2,34,4
2023-06-04 00:00:00+00:00,1,1,8,3
2023-06-05 00:00:00+00:00,76,21,31,8
2023-06-06 00:00:00+00:00,53,8,53,6
2023-06-07 00:00:00+00:00,159,37,75,7
2023-06-08 00:00:00+00:00,3,3,323,26
