time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-19 00:00:00+00:00,688,182,0,0
2026-05-20 00:00:00+00:00,486,119,0,0
2026-05-21 00:00:00+00:00,405,104,0,0
2026-05-22 00:00:00+00:00,416,101,0,0
2026-05-23 00:00:00+00:00,4,1,0,0
2026-05-24 00:00:00+00:00,32,6,0,0
2026-05-25 00:00:00+00:00,8,2,1,1
2026-05-26 00:00:00+00:00,77,20,4,1
2026-05-27 00:00:00+00:00,52,13,2,2
2026-05-28 00:00:00+00:00,41,11,1,1
2026-05-29 00:00:00+00:00,62,8,0,0
2026-05-30 00:00:00+00:00,12,10,1,1
2026-05-31 00:00:00+00:00,81,45,4,4
2026-06-01 00:00:00+00:00,29,8,2,1
