url_path,views_total,views_unique
/ethyca/fideslang,26,9
/ethyca/fideslang/tree/main/src,10,2
/ethyca/fideslang/pull/11,9,2
/ethyca/fideslang/tree/main/src/fideslang,9,2
/ethyca/fideslang/pulls,8,2
/ethyca/fideslang/blob/main/data_files/data_categories.yml,8,1
/ethyca/fideslang/blob/main/data_files/data_subjects.yml,8,1
/ethyca/fideslang/blob/main/data_files/data_uses.yml,6,1
/ethyca/fideslang/blob/main/mkdocs/docs/taxonomy/data_categories.md,6,1
/ethyca/fideslang/blob/main/mkdocs/docs/taxonomy/data_subjects.md,6,1
