time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-30 00:00:00+00:00,21.0,3.0,21,8
2022-05-31 00:00:00+00:00,120.0,7.0,235,17
2022-06-01 00:00:00+00:00,376.0,17.0,376,22
2022-06-02 00:00:00+00:00,190.0,20.0,452,21
2022-06-03 00:00:00+00:00,504.0,14.0,267,14
2022-06-04 00:00:00+00:00,4.0,3.0,58,2
2022-06-05 00:00:00+00:00,,,9,3
2022-06-06 00:00:00+00:00,157.0,7.0,234,21
2022-06-07 00:00:00+00:00,155.0,14.0,409,18
2022-06-08 00:00:00+00:00,111.0,9.0,307,18
2022-06-09 00:00:00+00:00,165.0,12.0,386,21
2022-06-10 00:00:00+00:00,144.0,11.0,583,21
2022-06-11 00:00:00+00:00,33.0,7.0,69,8
2022-06-12 00:00:00+00:00,1.0,1.0,31,7
