time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-05 00:00:00+00:00,100.0,10.0,652,32
2022-05-06 00:00:00+00:00,60.0,8.0,488,30
2022-05-07 00:00:00+00:00,13.0,4.0,59,7
2022-05-08 00:00:00+00:00,1.0,1.0,32,8
2022-05-09 00:00:00+00:00,87.0,8.0,242,23
2022-05-10 00:00:00+00:00,158.0,6.0,710,23
2022-05-11 00:00:00+00:00,61.0,4.0,481,26
2022-05-12 00:00:00+00:00,98.0,7.0,517,30
2022-05-13 00:00:00+00:00,50.0,6.0,295,24
2022-05-14 00:00:00+00:00,,,17,3
2022-05-15 00:00:00+00:00,3.0,3.0,53,6
2022-05-16 00:00:00+00:00,77.0,9.0,510,23
2022-05-17 00:00:00+00:00,37.0,5.0,425,29
2022-05-18 00:00:00+00:00,83.0,11.0,424,26
