time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-27 00:00:00+00:00,16,3,8,3
2022-08-28 00:00:00+00:00,6,5,3,2
2022-08-29 00:00:00+00:00,335,11,363,21
2022-08-30 00:00:00+00:00,385,16,541,25
2022-08-31 00:00:00+00:00,520,10,456,20
2022-09-01 00:00:00+00:00,557,12,442,24
2022-09-02 00:00:00+00:00,459,8,413,21
2022-09-03 00:00:00+00:00,82,9,81,5
2022-09-04 00:00:00+00:00,5,5,9,2
2022-09-05 00:00:00+00:00,39,6,77,9
2022-09-06 00:00:00+00:00,420,6,556,31
2022-09-07 00:00:00+00:00,542,8,583,28
2022-09-08 00:00:00+00:00,609,8,387,26
2022-09-09 00:00:00+00:00,394,5,284,35
