time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-01 00:00:00+00:00,2,2,21,7
2022-12-02 00:00:00+00:00,4,3,34,12
2022-12-03 00:00:00+00:00,2,2,1,1
2022-12-04 00:00:00+00:00,2,2,1,1
2022-12-05 00:00:00+00:00,3,2,27,7
2022-12-06 00:00:00+00:00,6,3,42,14
2022-12-07 00:00:00+00:00,6,4,70,12
2022-12-08 00:00:00+00:00,1,1,33,9
2022-12-09 00:00:00+00:00,2,2,54,12
2022-12-10 00:00:00+00:00,1,1,13,7
2022-12-11 00:00:00+00:00,1,1,23,4
2022-12-12 00:00:00+00:00,3,3,37,10
2022-12-13 00:00:00+00:00,2,2,31,9
2022-12-14 00:00:00+00:00,1,1,42,7
