time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-01 00:00:00+00:00,6068,798,373,33
2026-04-02 00:00:00+00:00,7829,875,307,32
2026-04-03 00:00:00+00:00,6312,711,319,35
2026-04-04 00:00:00+00:00,294,92,31,20
2026-04-05 00:00:00+00:00,557,102,38,9
2026-04-06 00:00:00+00:00,7472,820,358,40
2026-04-07 00:00:00+00:00,7701,918,467,46
2026-04-08 00:00:00+00:00,6923,982,402,36
2026-04-09 00:00:00+00:00,8683,1138,459,37
2026-04-10 00:00:00+00:00,7834,950,456,53
2026-04-11 00:00:00+00:00,1273,196,63,16
2026-04-12 00:00:00+00:00,3776,46,25,13
2026-04-13 00:00:00+00:00,7915,926,556,53
2026-04-14 00:00:00+00:00,6535,917,469,44
