time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-21 00:00:00+00:00,649,56,342,33
2024-02-22 00:00:00+00:00,326,32,378,39
2024-02-23 00:00:00+00:00,671,40,375,33
2024-02-24 00:00:00+00:00,8,6,25,9
2024-02-25 00:00:00+00:00,7,5,27,12
2024-02-26 00:00:00+00:00,704,43,408,23
2024-02-27 00:00:00+00:00,876,99,278,31
2024-02-28 00:00:00+00:00,865,90,258,32
2024-02-29 00:00:00+00:00,814,72,307,25
2024-03-01 00:00:00+00:00,933,71,656,39
2024-03-02 00:00:00+00:00,42,12,65,11
2024-03-03 00:00:00+00:00,197,27,53,12
2024-03-04 00:00:00+00:00,483,51,509,44
2024-03-05 00:00:00+00:00,859,61,676,39
