time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,7472,820,358,40
2026-04-07 00:00:00+00:00,7701,918,467,46
2026-04-08 00:00:00+00:00,6923,982,402,36
2026-04-09 00:00:00+00:00,8683,1138,459,37
2026-04-10 00:00:00+00:00,7834,950,456,53
2026-04-11 00:00:00+00:00,1273,196,63,16
2026-04-12 00:00:00+00:00,3776,46,25,13
2026-04-13 00:00:00+00:00,7915,926,556,53
2026-04-14 00:00:00+00:00,6535,917,469,44
2026-04-15 00:00:00+00:00,7337,835,465,42
2026-04-16 00:00:00+00:00,8112,816,489,48
2026-04-17 00:00:00+00:00,5365,664,314,42
2026-04-18 00:00:00+00:00,453,79,34,10
2026-04-19 00:00:00+00:00,977,218,59,21
