time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-15 00:00:00+00:00,47,15,21,7
2024-06-16 00:00:00+00:00,6,3,5,2
2024-06-17 00:00:00+00:00,496,53,588,28
2024-06-18 00:00:00+00:00,1543,76,533,40
2024-06-19 00:00:00+00:00,1321,90,447,26
2024-06-20 00:00:00+00:00,1350,74,277,32
2024-06-21 00:00:00+00:00,607,55,213,29
2024-06-22 00:00:00+00:00,92,13,54,14
2024-06-23 00:00:00+00:00,15,11,22,6
2024-06-24 00:00:00+00:00,309,15,321,28
2024-06-25 00:00:00+00:00,973,11,432,59
2024-06-26 00:00:00+00:00,596,18,388,59
2024-06-27 00:00:00+00:00,1329,16,527,44
2024-06-28 00:00:00+00:00,875,20,514,32
