time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-25 00:00:00+00:00,69,23,40,19
2026-01-26 00:00:00+00:00,4280,347,406,31
2026-01-27 00:00:00+00:00,6969,639,446,63
2026-01-28 00:00:00+00:00,8287,801,428,58
2026-01-29 00:00:00+00:00,1910,267,260,38
2026-01-30 00:00:00+00:00,3198,430,238,41
2026-01-31 00:00:00+00:00,382,89,86,26
2026-02-01 00:00:00+00:00,1118,193,65,23
2026-02-02 00:00:00+00:00,2456,363,420,102
2026-02-03 00:00:00+00:00,5026,723,492,47
2026-02-04 00:00:00+00:00,5325,674,234,39
2026-02-05 00:00:00+00:00,5801,788,360,32
2026-02-06 00:00:00+00:00,6806,892,501,28
2026-02-07 00:00:00+00:00,3328,412,119,13
