time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-11 00:00:00+00:00,106,17,36,17
2023-02-12 00:00:00+00:00,6,3,32,6
2023-02-13 00:00:00+00:00,1072,12,654,48
2023-02-14 00:00:00+00:00,1611,28,759,50
2023-02-15 00:00:00+00:00,2206,12,977,55
2023-02-16 00:00:00+00:00,2338,22,1010,44
2023-02-17 00:00:00+00:00,1450,11,665,46
2023-02-18 00:00:00+00:00,100,4,84,18
2023-02-19 00:00:00+00:00,90,6,51,17
2023-02-20 00:00:00+00:00,607,10,184,27
2023-02-21 00:00:00+00:00,822,11,775,43
2023-02-22 00:00:00+00:00,1810,14,860,43
2023-02-23 00:00:00+00:00,2416,17,847,46
2023-02-24 00:00:00+00:00,1746,13,672,44
