time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-07 00:00:00+00:00,895,114,401,23
2024-06-08 00:00:00+00:00,132,24,47,11
2024-06-09 00:00:00+00:00,8,7,22,11
2024-06-10 00:00:00+00:00,1221,71,306,39
2024-06-11 00:00:00+00:00,1070,75,228,32
2024-06-12 00:00:00+00:00,1124,81,530,33
2024-06-13 00:00:00+00:00,1317,83,410,31
2024-06-14 00:00:00+00:00,1240,52,531,33
2024-06-15 00:00:00+00:00,47,15,21,7
2024-06-16 00:00:00+00:00,6,3,5,2
2024-06-17 00:00:00+00:00,496,53,588,28
2024-06-18 00:00:00+00:00,1543,76,533,40
2024-06-19 00:00:00+00:00,1321,90,447,26
2024-06-20 00:00:00+00:00,1303,73,273,32
